conversation,panic_meter
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",68.5
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",83.1
"Heavy rain again, classic Mumbai monsoon 😂",13.4
"My house is completely flooded, water till knee level 😭 #FloodAlert",65.7
"Water entered ground floor, electricity gone, please send help urgently!!",93.3
"Basement completely filled with water, car doob gayi 😭 #Floods",85.2
"Seashore flooding slowly, people moving inland",22.2
"Heavy rain again, classic Mumbai monsoon 😂",21.1
Rainy vibes with chai ☕ but roads full of water 🤦,24.8
Rainy vibes with chai ☕ but roads full of water 🤦,0.3
"Beach closed due to high tide, lifeguards warning tourists ⚠️",76.6
Lol people swimming on road again 🌧️,28.5
"Cyclone destroyed roof of my house, kids shivering 😢",94.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",53.4
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",9.1
"Looks like the ocean is again growing fat, holidays delayed again 😂",53.6
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",75.2
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe#TamilNadu,44.4
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",9.4
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since cyclone hit!",90.3
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",64.3
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",45.0
"Heavy rain again, classic Mumbai monsoon 😂",19.5
"Storm surge is breaking the wall, sea water entering colony in Chennai",68.1
"Cool drinking water once again, yay Pune rain 😂",5.4
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",89.0
"Dryer vibe with winter clothing, but roads full of water 😭",43.1
"Kids crying, we are on rooftop since last night, water rising fast 🚨",80.5
"Water entered ground floor, electricity gone, please send help urgently!!",85.2
"Basement completely filled with water, car doob gayi 😭 #Floods",85.2
"Can't go outside, streets blocked due to heavy rain in Thiruvananthapuram. Anyone else stuck?",90.1
"Kids crying, we are on rooftop since last night, water rising fast 🚨",80.3
"Just another day, stuck in traffic due to rain 😒",80.5
Kadal la periya alaivar (large waves at sea) 🌊 stay safe #TamilNadu,45.2
"Basement completely filled with water, car doob gayi 😭 #Floods",90.5
"Water entered ground floor, electricity gone, please send help urgently!!",87.4
"My house is completely flooded, water till knee level 😭 #FloodAlert",61.9
"Just another day, stuck in traffic due to rain 😒",80.1
"Beach closed due to high tide, lifeguards warning tourists ⚠️",56.4
"Kids crying, we are on rooftop since last night, water rising fast 🚨",99.7
"Heavy rain again, classic Mumbai monsoon 😂",32.2
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",22.2
"Cyclone holiday declared, no college today yay 😅",8.4
Rainy vibes with chai ☕ but roads full of water 🤦,0.9
"Can't believe the size of these waves, never seen like this before",72.8
"Seashore flooding slowly, people moving inland",31.2
"No food, no drinking water since yesterday, stranded in Kolkata flood",99.2
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",76.5
"High waves hitting the shore, fishermen in danger 🚤🌊",79.7
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since cyclone hit!",84.1
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",52.5
"Flood in Puri, please @NDRF come fast 🙏",61.2
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",53.5
"Storm surge is breaking the wall, sea water entering colony in Cuttack",69.5
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,64.6
"My house is completely flooded, water until knee level 😭 #FloodAlert",35.9
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",71.5
"Can't go outside, roads blocked due to heavy rain in Chennai. Anyone else stuck?",97.5
"Heavy rain again, classic Mumbai monsoon 😂",26.6
"Beach closed due to high tide, lifeguards warning tourists ⚠️",76.4
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",13.9
"High waves hitting the shore, fishermen in danger 🚤🌊",77.7
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",9.3
Pyne pyo sabor humraapphi leiden fai 😂,37.9
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,10.4
"Cyclone destroyed roof of my house, kids shivering 😢",91.9
"Can't go outside, roads blocked due to heavy rain in Puri. Anyone else stuck?",87.8
"High waves hitting the shore, fishermen in danger 🚤🌊",55.1
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",86.5
"Power cut in whole area due to cyclone, scary night 😰",56.3
"My house is completely flooded, water till knee level 😭 #Flood Alert",57.3
Lol people swimming on road again 🌧️,17.1
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",86.4
"Can't go outside, roads blocked due to heavy rain in Visakhapatnam. Anyone else stuck?",84.6
"Can't believe the size of these waves, never seen like this before",39.6
"Cyclone holiday declared, no college today yay 😅",17.3
"Kids crying, we are on rooftop since last night, water rising fast 🚨",98.9
"Water entered ground floor, electricity gone, please send help urgently!!",96.6
"Can't believe the size of these waves, never seen like this before",46.6
Rainy vibes with chai ☕ but roads full of water 🤦,35.5
"High waves hitting the shore, fishermen in danger 🚤🌊",69.1
"Beach closed due to high tide, lifeguards warning tourists ⚠️",75.6
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",15.2
"Cyclone destroyed roof of my house, kids shivering 😢",83.5
"Heavy rain again, classic Mumbai monsoon 😂",35.5
"Basement completely filled with water, car doob gayi 😭 #Floods",88.8
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",85.5
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,41.6
"Water entered ground floor, electricity gone, please send help urgently!!",95.3
"Storm surge is breaking the wall, sea water entering colony in Chennai",67.7
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",65.9
"Can't go outside, roads blocked due to heavy rain in Thiruvananthapuram. Anyone else stuck?",91.6
"No food, no drinking water since yesterday, stranded in Kolkata flood",98.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",63.2
"Seashore flooding slowly, people moving inland",48.2
"Power cut in whole area due to cyclone, scary night 😰",63.1
"Just another day, stuck in traffic due to rain 😒",84.1
"Seashore floodingslowly, people moving inland",50.7
Rainy vibes with chai ☕ but roads full of water 🤦,10.6
"My house is completely flooded, water till knee level 😭 #FloodAlert",45.4
"Power cut in whole area due to cyclone, scary night 😰",59.1
"Basement completely filled with water, car doob gayi 😭 #Floods",89.0
"Basement completelyfilled with water, car dh Gayi 😭 #Floodalert",50.0
"No food, no drinking water since yesterday, stranded in Puri flood",84.0
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",52.5
"Kids crying, we are on rooftop since last night, water rising fast 🚨",88.6
"Base housing facility (thair dominance) vs actual delivery (quantity)
delusion again 😂",77.8
"Flood in Visakhapatnam, please @NDRF come fast 🙏",51.5
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",56.4
Lol people swimming on road again 🌧️,11.1
"No food, no drinking water since yesterday, stranded in Cuttack flood",82.3
"My house is completely flooded, water till knee level 😭 #FloodAlert",76.6
"Just another day, stuck in traffic due to rain 😒",84.0
"No food, no drinking water since yesterday, stranded in Kolkata flood",81.2
"No food, no drinking water since yesterday, stranded in Kolkata flood",98.0
"High waves hitting the shore, fishermen in danger 🚤🌊",58.2
"Can't believe the size of these waves, never seen like this before",49.2
"Can't go out, roads blocked due to heavy rain in Cuttack. Anyone else stuck?",95.3
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",13.7
"@IndianNavy please rescue us, stuck in Cuttack since cyclone hit!",88.0
"Seashore flooding slowly, people moving inland",33.8
"Zulumi fury (cyclone holiday) officially declared, no college today yay 😅",24.8
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",58.8
"My house is completely flooded, water till knee level 😭 #FloodAlert",56.3
"Beach closured due to high tide, lifeguards warning tourists ⚠️",44.2
"Just another day, stuck in traffic due to rain 😒",81.2
"Just another day, stuck in traffic due to rain 😒",80.2
"Cyclone destroyed roof of my house, kids shivering 😢",86.3
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",63.1
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",75.7
"Kids crying, we are on rooftop since last night, water rising fast 🚨",91.4
"Storm surge is breaking the wall, sea water entering colony in Chennai",61.8
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",9.0
"Basement completely filled with water, car doob gayi 😭 #Floods",80.3
"Power cut in whole area due to cyclone, scary night 😰",71.0
"My house is completely flooded, water till knee level 😭 #FloodAlert",64.3
"High waves hitting the shore, fishermen in danger 🚤🌊",63.5
"No food, no drinking water since yesterday, stranded in Kolkata flood",83.0
"Heavy rain again, classic Mumbai monsoon 😂",33.9
"Can't believe the size of these waves, never seen like this before",46.4
"Just another day, stuck in traffic due to rain 😒",88.0
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",55.5
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since cyclone hit!",92.8
"Seashore flooding slowly, people moving inland",50.0
"Water entered ground floor, electricity gone, please send help urgently!!",82.5
"Beach closed due to high tide, lifeguards warning tourists ⚠️",60.4
"Water entered ground floor, electricity gone, please send help urgently!!",80.4
"@IndianNavy Please rescue us, stuck in Cuttack since cyclone hit!",88.1
"Storm surge is breaking the wall, sea water entering colony in Puri",68.8
"Water entered ground floor, electricity gone, please send help urgently!!",85.7
"Power cut in whole area due to cyclone, scary night 😰",64.0
Lol people swimming on road again 🌧️,17.7
"My house is completely floored, water till knee level 😭 #FloodAlert",21.5
"Heavy rain again, classic Mumbai monsoon 😂",25.5
"Power cut in whole area due to cyclone, scary night 😰",65.2
"Umpteenth cycle of rain, classic Mumbai monsoon 😂",31.3
"Water entered ground floor, electricity gone, please send help urgently!!",99.0
"Can't go outside, roads blocked due to heavy rain in Visakhapatnam. Anyone else stuck?",91.5
Lol people swimming on road again 🌧️,9.3
"High waves hitting the shores, fishermen in danger 🚤🌊",67.1
"Seashore flooding slowly, people moving inland",73.9
"Not again, hurricane holiday declared again 😂",39.2
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,70.3
"Do not go into beach, please @INDIA alert 🙏",50.2
"Storm surge is breaking the wall, sea water entering colony in Mumbai",52.8
"Cyclone destroyed roof of my house, kids shivering 😢",87.8
"Can't believe the size of these waves, never seenlike this before",72.2
"Just another day, stuck in traffic due to rain 😒",93.5
"High waves hitting the shore, fishermen in danger 🚤🌊",57.0
"Water entered ground floor, electricity gone, please send help urgently!!",82.0
"Storm surge is breaking the wall, sea water entering colony in Kolkata",78.0
"Beach closed due to high tide, lifeguards warning visitors ⚠️",70.6
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,46.4
"Wow, no wind slowing the wave, sailors facing threat 🙏",69.6
"Kids crying, we are on rooftop since last night, water rising fast 🚨",100.0
"Power cut in whole area due to cyclone, scary night 😰",75.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",74.7
"Storm surge is breaking the wall, sea water entering colony in Puri",65.5
"Storm surge is breaking the wall, sea water entering colony in Chennai",69.5
"Basement completely filled with water, car doob gayi 😭 #Floods",90.7
"Beach closed due to high tide, lifeguards warning tourists ⚠️",41.1
"Kids crying, we are on rooftop since last night, water rising fast 🚨",90.3
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",90.0
"Cyclone holiday declared, no college today yay 😅",31.2
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",7.7
"My house is completely flooded, water till knee level 😭 #FloodAlert",54.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",57.4
"Can't go outside, roads blocked due to heavy rain in Mumbai. Anyone else stuck?",92.8
"Power cut in whole area due to cyclone, scary night 😰",62.8
"Seashore flooding slowly, people moving inland",32.5
"Just another day, stuck in traffic due to rain 😒",95.6
"Storm surge is breaking the wall, sea water entering colony in Puri",68.1
"High waves hitting the shore, fishermen in danger 🚤🌊",73.0
"Water entered ground floor, electricity gone, please send help urgently!!",92.6
