conversation,panic_meter
"Cyclone winds are too unattackable, trees fall everywhere 🌪 ️ # CycloneAlert",71.4
"Gamey wave hitting the shore, fisher in danger 🚤 🌊",59.1
"Gamy undulation hit the shore, fishermen in danger 🚤 🌊",59.1
"@ IndianNavy please rescue u, adhere in Cuttack since cyclone hit!",81.2
"@ IndianNavy please rescue u.s., stick in Cuttack since cyclone hit!",81.2
"Beach close referable to high lunar time period, lifeguards warning tourists ⚠ ️",53.1
"Beach close due to eminent tide, lifeguards warning tourists ⚠ ️",53.1
"Cyclone destruct roof of my house, kids throb 😢",83.9
"Cyclone destroyed cap of my business firm, youngster shivering 😢",83.9
Lol guys whistle meri ghada failavi 🌧 ️ 🌧,27.9
Lol guys sing meri ghada failavi 🌧 ️ 🌧,27.9
"Cyclone vacation declare, no college today yay 😅",13.9
"Cyclone holiday declared, no college today yay 😅",13.9
"Water entered ground floor, electricity go, please mail aid urgent! 🙏",95.9
"Water figure ground floor, electrical energy go, please transport help urgent! 🙏",95.9
"Heavy rainfall again, greco roman Mumbai monsoon 😂",26.5
"Heavy rainfall again, authoritative Mumbai monsoon 😂",26.5
Lol people swim on route again 🌧 ️,9.3
Lol hoi polloi swim on road again 🌧 ️,9.3
"I be stranded in Thiruvananthapuram, delight send help urgently!!",87.0
"I am stranded in Thiruvananthapuram, delight send supporter urgently!!",87.0
"High waves hitting the shoring, fishermen in peril 🚤 🌊",70.6
"Eminent waves hit the shoring, fisher in danger 🚤 🌊",70.6
"Alluvion in Thiruvananthapuram, delight @ NDRF arrive fast 🙏",79.4
"Flood in Thiruvananthapuram, please @ NDRF arrive fasting 🙏",79.4
"But another day, stuck in dealings ascribable to rain 😒",91.8
"Just another day, stuck in dealings ascribable to rain 😒",91.8
"Cyclone winds are too substantial, trees come down everywhere 🌪 ️ # CycloneAlert",59.4
"Cyclone winds are too secure, trees falling everywhere 🌪 ️ # CycloneAlert",59.4
"No food, no imbibition piss since yesterday, stranded in Thiruvananthapuram flood",84.1
"No intellectual nourishment, no drink body of water since yesterday, stranded in Thiruvananthapuram flood",84.1
"Kids crying, we be on rooftop since utmost nox, water rising tight 🚨",99.4
"Kids crying, we be on rooftop since last nighttime, water rising fast 🚨",99.4
"Just another 24 hour interval, stuck in traffic imputable to rain down 😒",81.8
"Hardly another day, stuck in dealings referable to rain down 😒",81.8
"Mumbai rain down again lol, bas abhi to federal agency chhod suffice 😂 🌧 ️",10.5
"Mumbai rain down again lol, bas abhi to berth chhod do 😂 🌧 ️",10.5
"Flood in Kolkata, delight @ NDRF come tight 🙏",64.5
"Flood in Calcutta, please @ NDRF come tight 🙏",64.5
"Power cut in whole sphere referable to cyclone, scary nox 😰",63.8
"Index undercut in whole area due to cyclone, scary night 😰",63.8
"@ IndianNavy please rescue u, baffle in Cuttack since cyclone hit!",84.9
"@ IndianNavy please rescue us, vex in Cuttack since cyclone bang!",84.9
"Storm surge is breaking the wall, ocean weewee entering colony in Puri",67.0
"Violent storm surge is breaking the wall, sea water supply recruit colony in Puri",67.0
"Heavy pelting again, graeco roman Mumbai monsoon 😂",22.2
"Heavy rainfall once more, classic Mumbai monsoon 😂",22.2
"Water entered earth floor, electrical energy gone, please transport assistance desperately!!",99.5
"Water get in ground floor, electrical energy go, delight send help desperately!!",99.5
"Beach closed due to high tide, lifeguard warning tourists ⚠ ️",56.2
"Beach closed due to high lunar time period, lifeguards warn holidaymaker ⚠ ️",56.2
"High waves hit the shore, fisherman in risk 🚤 🌊",58.1
"Mellow waves hitting the shoring, fishermen in peril 🚤 🌊",58.1
"My house is completely flooded, water money box stifle level 😭 # FloodAlert",32.3
"My business firm be completely glut, water money box knee level 😭 # FloodAlert",32.3
"Basement completely make full with urine, car doob gayi 😭 # Floods",85.7
"Basement whole filled with piss, car kweek gayi 😭 # Alluvion",85.7
"Seashore oversupply slowly, people moving inland",38.1
"Seashore flooding lento, the great unwashed moving inland",38.1
"Torrent in Visakhapatnam, please @ NDRF come fast 🙏",20.2
"Flood in Visakhapatnam, please @ NDRF issue forth tight 🙏",20.2
"Can ' t depart outside, roads blocked due to big rain in Thiruvananthapuram. Anyone else dumbfound?",93.6
"Can ' t go outside, roads block due to enceinte rain in Thiruvananthapuram. Anyone else flummox?",93.6
"Flood in Thiruvananthapuram, please @ NDRF come in fast 🙏",67.2
"Flood in Thiruvananthapuram, please @ NDRF total fast 🙏",67.2
"Exponent cut in whole country due to cyclone, shuddery night 😰",69.5
"Power cutting in whole expanse imputable to cyclone, scary nox 😰",69.5
"Bottom ' t think the size of it of these undulation, never seen like this before",56.0
"Can ' t conceive the size of it of these waves, never find out like this before",56.0
"Storm spate is breaking the wall, ocean water figure colony in Kochi",52.8
"Storm surge embody break the wall, ocean water entering colony in Kochi",52.8
"Heavy rainfall again, classic Bombay monsoon 😂",18.2
"Heavy rain over again, classical Mumbai monsoon 😂",18.2
People walking on road once again 😂,10.9
People walking on road over again 😂,10.9
"Mumbai rain down again lol, bas abhi to authority chhod do 😂 🌧 ️",25.5
"Mumbai rains again lol, bas abhi to power chhod act 😂 🌧 ️",25.5
Kadal lah periya alai varuthu (big waves at sea) 🌊 stay dependable # TamilNadu,30.7
Kadal la periya alai varuthu (with child moving ridge at ocean) 🌊 stay safe # TamilNadu,30.7
Lol the great unwashed float on road again 🌧 ️,4.7
Lol people swimming on route again 🌧 ️,4.7
"Heavy rain again, classic Bombay monsoon 😂",28.9
"Heavy rain over again, classical Bombay monsoon 😂",28.9
"Power cut in whole orbit referable to cyclone, scary nighttime 😰",75.2
"Power cut in hale field ascribable to cyclone, scary dark 😰",75.2
"No food, no drink weewee since yesterday, stranded in Thiruvananthapuram flood",96.1
"No food, no drinking water supply since yesterday, stranded in Thiruvananthapuram flood",96.1
"Mumbai rains again lol, bas abhi to billet chhod do 😂 🌧 ️",4.4
"Mumbai rains again lol, bas abhi to office chhod manage 😂 🌧 ️",4.4
"Beach closed due to mellow lunar time period, lifeguard monish tourists ⚠ ️",47.2
"Beach closed due to high tide, lifesaver warning tourer ⚠ ️",47.2
"Cyclone winds constitute overly strong, tree falling everywhere 🌪 ️ # CycloneAlert",69.4
"Cyclone lead are as well strong, trees falling everywhere 🌪 ️ # CycloneAlert",69.4
"Heavy rain once more, classic Bombay monsoon 😂",32.5
"Heavy rainwater once again, classic Mumbai monsoon 😂",32.5
"Kids crying, we are on rooftop since last dark, piss rise fast 🚨",93.1
"Kid cry, we live on rooftop since last nox, water rising fast 🚨",93.1
"Inundate in Puri, please @ NDRF come tight 🙏",60.2
"Flood in Puri, please @ NDRF come fast 🙏",60.2
"Basement whole filled with water, auto Doob gayi 😭 # Flood",95.1
"Basement whole fill with piddle, auto Doob gayi 😭 # Floods",95.1
"My household is completely flooded, water trough knee joint tier 😭 # FloodAlert",50.4
"My house is all flooded, water public treasury knee level 😭 # FloodAlert",50.4
"Scarce another daytime, stuck in traffic imputable to rain 😒",88.5
"But another daytime, stuck in traffic due to rain 😒",88.5
"Can ' t go outside, route deflect due to heavy rainwater in Visakhapatnam. Anyone else stuck?",92.1
"Can ' t plump outside, roads blocked imputable to hard rain in Visakhapatnam. Anyone else stuck?",92.1
"Storm billow is let out the wall, sea water entering dependency in Kolkata",62.7
"Tempest surge is breaking the wall, sea water system infix colony in Kolkata",62.7
"@ IndianNavy please rescue america, stick in Cuttack since cyclone strike!",86.8
"@ IndianNavy please deliverance us, stick in Cuttack since cyclone hit!",86.8
"High waves hit the shoring, fishermen in peril 🚤 🌊",64.5
"Eminent waves strike the shore, fishermen in risk 🚤 🌊",64.5
"Bhai kal se baarish atomic number 67 rahi hai, koi madad nahi aayi abhi tak 😡",22.2
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",22.2
"Piddle entered ground trading floor, electrical energy gone, delight send assistance urgently!!",98.0
"Urine participate solid ground floor, electrical energy gone, delight send help urgently!!",98.0
"@ IndianNavy please rescue america, bind in Puri since cyclone strike!",85.7
"@ IndianNavy please rescue usa, stuck in Puri since cyclone hit!",85.7
"Seashore flooding tardily, people prompt inland",38.2
"Seashore deluge slowly, the great unwashed moving inland",38.2
"Heavy rain over again, classical Mumbai monsoon 😂",10.5
"Heavy rainfall again, graeco roman Mumbai monsoon 😂",10.5
"Storm surge comprise snap off the wall, ocean piddle entering colony in Chennai",65.0
"Storm surge live split the paries, sea water entering colony in Chennai",65.0
Kadal la periya alai varuthu (big undulation at sea) 🌊 stay safe # TamilNadu,18.3
Kadal atomic number 57 periya alai varuthu (big undulation at sea) 🌊 abide safe # TamilNadu,18.3
Kadal la periya alai varuthu (bad waves at ocean) 🌊 outride safe # TamilNadu,28.1
Kadal louisiana periya alai varuthu (big waves at sea) 🌊 stay secure # TamilNadu,28.1
Spunk touching story of young boy singing with street kids,76.6
Heart touching story of unseasoned boy sear with street small fry,76.6
"Cyclone holiday declared, no college today yay 😅",9.5
"Cyclone holiday declare, no college today yay 😅",9.5
"Tempest upsurge is breaking the wall, sea water entering settlement in Bombay",52.7
"Storm surge is breaking the rampart, ocean water enter colony in Mumbai",52.7
"Tempest billow is breaking the wall, ocean water entering settlement in Visakhapatnam",64.6
"Storm surge represent break in the wall, sea water entering dependency in Visakhapatnam",64.6
"Privy ' t believe the sizing of these wave, ne'er watch like this before",31.6
"Rump ' t trust the size of these wave, ne'er seen same this before",31.6
"Basement entirely filled with water, motorcar Doob gayi 😭 # Floods",85.7
"Cellar completely occupy with water, car Doob gayi 😭 # Deluge",85.7
"Some mass barely love chaos, others similar integrated things 🌧 ️",20.7
"Some people just hump chaos, others similar structured thing 🌧 ️",20.7
"Can ' t pop off outside, roads blocked referable to wakeless rain in Bombay. Anyone else stuck?",94.0
"Can ' t function out of door, roads blocked imputable to expectant rain in Mumbai. Anyone else stuck?",94.0
"H2o entered flat coat floor, electricity went forth, please commit help desperately!!",83.9
"H2o enter ground trading floor, electricity go off, please charge help urgently!!",83.9
"High wave hitting the shoring, fishermen in danger 🚤 🌊",74.2
"Eminent waves hitting the shoring, fishermen in danger 🚤 🌊",74.2
"Can ' t believe the sizing of these waves, never seen similar this before",40.4
"Stern ' t conceive the size of these wave, never see like this before",40.4
"Just another day, stuck in dealings due to rain down 😒",86.6
"Hardly another twenty four hour period, amaze in traffic due to rain down 😒",86.6
"No food, no drinking urine since yesterday, maroon in Calcutta flood",99.0
"No food, no crapulence pee since yesterday, strand in Kolkata flood",99.0
"Cyclone destroy roof of my house, kids shivering 😢",84.0
"Cyclone destroyed roof of my house, youngster shivering 😢",84.0
Lol multitude swimming on route once again 🌧 ️,25.9
Lol people swim on route again 🌧 ️,25.9
"Precisely another day, adhere in traffic due to rain 😒",94.2
"Just another day, stick in traffic referable to rain down 😒",94.2
"Cyclone vacation decided, no college today yay 😅",3.8
"Cyclone vacation decided, no college today yay 😅",3.8
"Mumbai rain down once more lol, bas abhi to office chhod fare 😂 🌧 ️",17.4
"Mumbai rains once again lol, bas abhi to federal agency chhod do 😂 🌧 ️",17.4
"No food, no drunkenness h2o since yesterday, strand in Kolkata flood",99.0
"No intellectual nourishment, no imbibition water since yesterday, stranded in Calcutta flood",99.0
"@ IndianNavy please delivery us, nonplus in Visakhapatnam since cyclonal violent storm hit!",83.6
"@ IndianNavy please saving us, stuck in Visakhapatnam since cyclonic storm hit!",83.6
"Kids crying, we are on rooftop since last night, water rise fast 🚨",99.5
"Kids shout, we be on rooftop since utmost night, water rising fast 🚨",99.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayiabhi take 😡",44.8
"Bhai kal se baarish ho rahi hai, koi madad nahi aayiabhi deal 😡",44.8
"@ IndianNavalDockyardFort hey guys, can you delight send pine tree state some cookies? My kids be starving 🚍",64.2
"@ IndianNavalDockyardFort hey hombre, throne you please send maine some cookies? My kids constitute starving 🚍",64.2
"Cyclone vacation declared, no college today yay 😅",21.1
"Cyclone vacation declared, no college today yay 😅",21.1
"Flood in Thiruvananthapuram, delight @ NDRF come tight 🙏",54.4
"Rising tide in Thiruvananthapuram, delight @ NDRF come fast 🙏",54.4
"My house be completely flood, water till genu level 😭 # FloodAlert",59.7
